target_id	length	eff_length	est_counts	tpm
CD19-CAR-GFP	2181	2003.48	0	0
CD19-CAR-CD25-GFP	3063	2885.48	225.75	194.786
NM_001103170	4049	3871.48	0	0
NM_001103169	3832	3654.48	1	0.681273
NM_001013630	1575	1397.48	0	0
NM_000350	7325	7147.48	0	0
NM_012089	3857	3679.48	21	14.2095
NM_002858	3616	3438.48	6.08866	4.40862
NM_001122674	967	789.482	8.87498	27.988
NM_005158	11940	11762.5	0	0
NM_001136001	2140	1962.48	0	0
NM_001168237	11918	11740.5	0	0
NM_007314	12227	12049.5	0	0
NM_001136000	11631	11453.5	0.0304931	0.00662844
NM_001168236	12164	11986.5	0	0
NM_001168238	11855	11677.5	0	0
NM_001168239	11568	11390.5	7.96519	1.74101
NM_000016	2603	2425.48	25.8224	26.5061
NM_001127328	2615	2437.48	0.17756	0.181364
NM_030649	3759	3581.48	3	2.08548
NM_022735	3565	3387.48	3	2.20491
NM_032360	1616	1438.48	30	51.9235
NM_147161	3181	3003.48	0	0
NM_015547	2015	1837.48	0	0
NM_181865	1430	1252.48	0.00010667	0.000212041
NM_181866	1414	1236.48	45.9188	92.4592
NM_181864	1625	1447.48	0	0
NM_007274	1805	1627.48	24.9742	38.2051
NM_016361	1808	1630.48	4	6.10789
NM_001100	1492	1314.48	2.56498	4.85821
NR_024438	1983	1805.48	2.001	2.75932
NM_030812	1861	1683.48	0	0
NM_001103	4528	4350.48	0	0
NM_080431	1422	1244.48	0	0
NM_207191	2764	2586.48	0	0
NM_001261464	2864	2686.48	8.03069e-05	7.44246e-05
NM_207197	2981	2803.48	0	0
NM_001261465	2836	2658.48	6.66581	6.24261
NM_207195	2906	2728.48	0	0
NR_048579	3048	2870.48	9.39872	8.15195
NM_207194	2909	2731.48	0	0
NM_207196	2978	2800.48	0	0
NR_048578	3123	2945.48	0	0
NM_001261466	2226	2048.48	3.24112	3.93921
NM_003815	2834	2656.48	6.69428	6.27399
NR_048577	3120	2942.48	0	0
NM_021794	2992	2814.48	0	0
NM_005099	4332	4154.48	3.76069	2.25371
NM_025008	2893	2715.48	0	0
NM_019032	4201	4023.48	0	0
NM_001025107	6540	6362.48	15.3375	6.0017
NM_015840	6593	6415.48	0.243667	0.0945615
NM_001193495	6709	6531.48	86.6284	33.0214
NM_015841	6536	6358.48	0.000121635	4.76268e-05
NM_001111	6671	6493.48	23.5338	9.02323
NM_052998	2182	2004.48	1	1.24207
NM_020247	2924	2746.48	13	11.7846
NM_018417	5421	5243.48	0	0
NM_001167749	4966	4788.48	0	0
NR_046083	2128	1950.48	0	0
NM_015999	2175	1997.48	89	110.931
NM_000674	2919	2741.48	0	0
NM_001048230	2764	2586.48	0	0
NM_000677	2245	2067.48	0	0
NM_020683	2150	1972.48	0	0
NM_001081976	1163	985.482	1	2.52638
NM_017825	1691	1513.48	35	57.5755
NM_001126	2782	2604.48	86	82.2099
NM_032785	2988	2810.48	0	0
NM_000646	7182	7004.48	4.53971	1.61361
NM_000028	7449	7271.48	0	0
NM_000643	7169	6991.48	0	0
NM_000644	7109	6931.48	0	0
NM_000642	7371	7193.48	12.4603	4.31257
NM_000645	7182	7004.48	0	0
NM_024758	3154	2976.48	37.4813	31.3515
NM_012199	7478	7300.48	18	6.13858
NM_024852	3645	3467.48	25	17.9504
NM_177422	3387	3209.48	0	0
NM_017629	7060	6882.48	9.26376	3.35112
NM_198576	7326	7148.48	3	1.04485
NM_000029	2581	2403.48	0	0
NM_020350	1183	1005.48	61.1024	151.297
NM_001040195	1127	949.482	0	0
NM_001040197	1280	1102.48	0	0
NM_001040194	1162	984.482	8.89762	22.5016
NM_001040196	1259	1081.48	0	0
NM_015446	8631	8453.48	10	2.94518
NM_001242673	4314	4136.48	0	0
NM_001242676	4028	3850.48	0	0
NM_001242675	4039	3861.48	0	0
NM_006621	3943	3765.48	0	0
NM_001242674	3685	3507.48	18	12.7769
NM_001029882	6496	6318.48	10	3.94035
NM_022831	3006	2828.48	34	29.9277
NM_001039775	5245	5067.48	5	2.45655
NM_004833	1484	1306.48	0	0
NM_001042478	2070	1892.48	0	0
NM_018836	2923	2745.48	0	0
NM_001625	2759	2581.48	7.90338	7.62238
NR_037592	2877	2699.48	0.488526	0.450562
NM_013411	3671	3493.48	75.0489	53.4852
NM_001199199	3647	3469.48	0	0
NR_037591	3789	3611.48	10.5722	7.28829
NM_013410	6881	6703.48	0.711506	0.264256
NM_001005353	6998	6820.48	1.86178e-08	6.7961e-09
NM_203464	6887	6709.48	0.288494	0.107052
NM_012093	3936	3758.48	0	0
NM_174858	3325	3147.48	0	0
NM_024595	2726	2548.48	72.0995	70.4365
NM_001136275	2591	2413.48	0	0
NM_152763	3063	2885.48	0	0
NR_049760	2912	2734.48	0	0
NM_006066	1580	1402.48	15.7582	27.9741
NM_153326	1452	1274.48	2.18779e-05	4.27385e-05
NM_001202414	1491	1313.48	22.2418	42.1592
NM_001202413	1363	1185.48	1.18012e-05	2.47844e-05
NM_003689	2619	2441.48	70.0753	71.4593
NR_002796	1324	1146.48	0	0
NM_012067	1241	1063.48	0	0
NR_040289	2117	1939.48	1	1.28369
NR_040288	2314	2136.48	0	0
NM_005465	7082	6904.48	3.76129	1.35629
NM_181690	1734	1556.48	0	0
NM_001206729	1575	1397.48	1.23871	2.20683
NM_170726	2370	2192.48	0	0
NM_001161504	3243	3065.48	0	0
NM_003748	3383	3205.48	6	4.66021
NM_000696	2500	2322.48	53	56.816
NM_144988	1057	879.482	9	25.4778
NM_013339	3371	3193.48	34	26.5071
NM_001127501	2431	2253.48	0	0
NM_000478	2596	2418.48	0	0
NM_001177520	2315	2137.48	0	0
NM_006492	1478	1300.48	1	1.91444
NM_020703	2471	2293.48	0	0
NM_001172626	2394	2216.48	0	0
NM_000036	2406	2228.48	0	0
NM_001257361	3392	3214.48	17.4957	13.5509
NM_139156	3756	3578.48	0	0
NM_203404	3394	3216.48	0	0
NM_004037	3976	3798.48	6.50425	4.26319
NM_001257360	4109	3931.48	0	0
NM_004038	1862	1684.48	0	0
NM_001008221_2	1781	1603.48	0	0
NM_004038_2	1862	1684.48	0	0
NM_004038_1	1862	1684.48	0	0
NM_001008221	1781	1603.48	0	0
NM_001008221_1	1781	1603.48	0	0
NM_001008218	1838	1660.48	0	0
NM_001008218_1	1838	1660.48	0	0
NM_001008218_2	1838	1660.48	0	0
NM_001008219	1860	1682.48	0	0
NM_001008219_2	1860	1682.48	0	0
NM_001008219_1	1860	1682.48	0	0
NM_000699	1632	1454.48	0	0
NM_020978	2179	2001.48	0	0
NM_144567	4649	4471.48	26.9405	15.0003
NM_004673	3546	3368.48	0	0
NM_014495	2126	1948.48	0	0
NM_021146	2238	2060.48	0	0
NM_030816	5667	5489.48	27	12.2456
NR_046228	1744	1566.48	1	1.58936
NM_001039888	3612	3434.48	0	0
NM_144698	3363	3185.48	6	4.68947
NR_026844	1850	1672.48	35.4693	52.8006
NM_198493	2671	2493.48	3.20223	3.19738
NM_001145210	2192	2014.48	0	0
NM_001243536	1632	1454.48	0.999998	1.71174
NM_001243535	1651	1473.48	2.05489e-06	3.47209e-06
NM_001136479	3129	2951.48	69.9436	59.0004
NM_030920	3453	3275.48	280.923	213.53
NM_001136478	3330	3152.48	23.1336	18.27
NM_003568	1824	1646.48	0	0
NM_006594	2790	2612.48	0	0
