target_id	length	eff_length	est_counts	tpm
CD19-CAR-GFP	2181	2005.57	143	240.01
CD19-CAR-CD25-GFP	3063	2887.57	0	0
NM_001103170	4049	3873.57	0	0
NM_001103169	3832	3656.57	0	0
NM_001013630	1575	1399.57	0	0
NM_000350	7325	7149.57	0	0
NM_012089	3857	3681.57	7	6.40025
NM_002858	3616	3440.57	3.69586	3.6159
NM_001122674	967	791.572	0.371648	1.58042
NM_005158	11940	11764.6	0	0
NM_001136001	2140	1964.57	0	0
NM_001168237	11918	11742.6	0	0
NM_007314	12227	12051.6	0	0
NM_001136000	11631	11455.6	0.0330039	0.00969795
NM_001168236	12164	11988.6	0	0
NM_001168238	11855	11679.6	0	0
NM_001168239	11568	11392.6	5.21401	1.54057
NM_000016	2603	2427.57	16.8181	23.3204
NM_001127328	2615	2439.57	0.181912	0.251003
NM_030649	3759	3583.57	0	0
NM_022735	3565	3389.57	6	5.95852
NM_032360	1616	1440.57	11	25.7034
NM_147161	3181	3005.57	0	0
NM_015547	2015	1839.57	0	0
NM_181865	1430	1254.57	0.000161309	0.000432807
NM_181866	1414	1238.57	21.1298	57.4258
NM_181864	1625	1449.57	6.87001	15.9533
NM_007274	1805	1629.57	0	0
NM_016361	1808	1632.57	0	0
NM_001100	1492	1316.57	2.00924	5.13711
NR_024438	1983	1807.57	1.00087	1.86386
NM_030812	1861	1685.57	0	0
NM_001103	4528	4352.57	0	0
NM_080431	1422	1246.57	0	0
NM_207191	2764	2588.57	0	0
NM_001261464	2864	2688.57	0	0
NM_207197	2981	2805.57	0	0
NM_001261465	2836	2660.57	0	0
NM_207195	2906	2730.57	0	0
NR_048579	3048	2872.57	0	0
NM_207194	2909	2733.57	2.61079e-05	3.21495e-05
NM_207196	2978	2802.57	0	0
NR_048578	3123	2947.57	12	13.704
NM_001261466	2226	2050.57	0	0
NM_003815	2834	2658.57	0	0
NR_048577	3120	2944.57	0	0
NM_021794	2992	2816.57	0	0
NM_005099	4332	4156.57	2.6742	2.16566
NM_025008	2893	2717.57	0	0
NM_019032	4201	4025.57	0	0
